time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma,mean_kinetic_energy_MeV
6.67500000000000021e-10,-4.70964259177212284e-09,4.76522898183655654e-09,3.77851284366639284e-02,1.01751200249756979e-03,1.01763170410831415e-03,1.01521902786874435e-03,-6.61905276397219163e-08,7.46322558848905568e-08,3.91601562716245133e-01,3.49835484636442035e-04,3.50863582919475633e-04,3.58568113099637105e-04,3.77845336572438240e-02
6.71250000000000034e-10,-4.77919811875451839e-09,4.84123825239488059e-09,3.81960615483897467e-02,1.01783840924449362e-03,1.01796045447179206e-03,1.01550810655875166e-03,-6.68450037963834194e-08,7.54241562307229978e-08,3.93801556060966063e-01,3.51655785583220037e-04,3.52690652635727483e-04,3.60512313744713593e-04,3.81954583781730084e-02
6.75000000000000047e-10,-4.84943342902917746e-09,4.91797649514680451e-09,3.86089869626630097e-02,1.01816628895134921e-03,1.01829068810535398e-03,1.01579811216361655e-03,-6.75023635537729731e-08,7.62190818928435382e-08,3.96001549303333700e-01,3.53473893645489892e-04,3.54515525770442120e-04,3.62455401230525988e-04,3.86083753391760626e-02
6.78749999999999957e-10,-4.92042489120393855e-09,4.99540779761780622e-09,3.90239001923514267e-02,1.01849563652369780e-03,1.01862239983917008e-03,1.01608903569380248e-03,-6.81626122136321070e-08,7.70169920575197623e-08,3.98201542444662715e-01,3.55289802411586021e-04,3.56338195891160595e-04,3.64397370995200680e-04,3.90232800532744201e-02
6.82499999999999970e-10,-4.99216687480770282e-09,5.07353597385282808e-09,3.94407967423039824e-02,1.01882644680570335e-03,1.01895558445437183e-03,1.01638086818253790e-03,-6.88257566031176062e-08,7.78178675200566664e-08,4.00401535486250681e-01,3.57103505537668747e-04,3.58158656610414934e-04,3.66338218497306960e-04,3.94401680254537895e-02
6.86249999999999983e-10,-5.06460158097013900e-09,5.15231963785340747e-09,3.98596721095672291e-02,1.01915871477858337e-03,1.01929023680108932e-03,1.01667360069470822e-03,-6.94918090891556901e-08,7.86216651174770144e-08,4.02601528429336997e-01,3.58914996769812739e-04,3.59976901639908701e-04,3.68277939199765348e-04,3.98590347528475566e-02
6.89999999999999995e-10,-5.13775142824058759e-09,5.23178364825057735e-09,4.02805217834935475e-02,1.01949243530231122e-03,1.01962635173539389e-03,1.01696722431131293e-03,-7.01607759600473056e-08,7.94283570253092249e-08,4.04801521275215681e-01,3.60724269910134700e-04,3.61792924741673801e-04,3.70216528614863885e-04,4.02798757249504952e-02
6.93750000000000008e-10,-5.21160305490194574e-09,5.31197902093327260e-09,4.07033412459734262e-02,1.01982760319798142e-03,1.01996392406518725e-03,1.01726173013441733e-03,-7.08326496524183201e-08,8.02379497709674899e-08,4.07001514025204847e-01,3.62531318826437882e-04,3.63606719765457889e-04,3.72153982287737111e-04,4.07026864238033206e-02
6.97500000000000021e-10,-5.28614533687348177e-09,5.39294210984874039e-09,4.11281259716205355e-02,1.02016421329292764e-03,1.02030294858483834e-03,1.01755710928969046e-03,-7.15074259163563069e-08,8.10504440463623190e-08,4.09201506680613392e-01,3.64336137446359134e-04,3.65418280615337882e-04,3.74090295788742882e-04,4.11274623241760437e-02
7.01250000000000034e-10,-5.36135203213280088e-09,5.47468690124693392e-09,4.15548714279550466e-02,1.02050226048506099e-03,1.02064342007151935e-03,1.01785335292817278e-03,-7.21851015753862286e-08,8.18658335532303081e-08,4.11401499242735724e-01,3.66138719756715502e-04,3.67227601239195664e-04,3.76025464712646991e-04,4.15541988937561876e-02
7.04999999999999944e-10,-5.43720733865685579e-09,5.55723170545728519e-09,4.19835730756227127e-02,1.02084173960745686e-03,1.02098533330371609e-03,1.01815045222419993e-03,-7.28656196600878853e-08,8.26841687982066082e-08,4.13601491712852209e-01,3.67939059832875269e-04,3.69034675651722143e-04,3.77959484678114244e-04,4.19828915933366381e-02
7.08749999999999957e-10,-5.51372204179726727e-09,5.64059871581662652e-09,4.24142263685505158e-02,1.02118264549368675e-03,1.02132868306567602e-03,1.01844839837393055e-03,-7.35489644737497567e-08,8.35054524757119185e-08,4.15801484092245155e-01,3.69737151792256852e-04,3.70839497928025015e-04,3.79892351331854181e-04,4.24135358770060672e-02
7.12499999999999969e-10,-5.59095183822199920e-09,5.72483106559992479e-09,4.28468267541390960e-02,1.02152497305967320e-03,1.02167346416679058e-03,1.01874718259660057e-03,-7.42351284413179468e-08,8.43296733020580302e-08,4.18001476382185377e-01,3.71532989810199128e-04,3.72642062208697301e-04,3.81824060347267665e-04,4.28461271923328141e-02
7.16249999999999982e-10,-5.66887462289930981e-09,5.80993270763381211e-09,4.32813696734424061e-02,1.02186871716447537e-03,1.02201967139803427e-03,1.01904679613595600e-03,-7.49240765128848561e-08,8.51568094363758844e-08,4.20201468583920934e-01,3.73326568182164292e-04,3.74442362703404099e-04,3.83754607425851899e-04,4.32806609805469755e-02
7.19999999999999995e-10,-5.74748471865947981e-09,5.89591474601666588e-09,4.37178505613677604e-02,1.02221387263506632e-03,1.02236729954257558e-03,1.01934723025822621e-03,-7.56158011245458449e-08,8.59868494711361853e-08,4.22401460698716869e-01,3.75117881234277939e-04,3.76240393678638262e-04,3.85683988294096788e-04,4.37171326767344381e-02
7.23750000000000008e-10,-5.82678313167664185e-09,5.98278723015616595e-09,4.41562648468554822e-02,1.02256043429327001e-03,1.02271634339286678e-03,1.01964847625281557e-03,-7.63103035039332658e-08,8.68197856616392927e-08,4.24601452727844497e-01,3.76906923343831013e-04,3.78036149461844265e-04,3.87612198704305304e-04,4.41555377100168803e-02
7.27500000000000021e-10,-5.90675800702801451e-09,6.07051649542366127e-09,4.45966079530554296e-02,1.02290839696788857e-03,1.02306679783649998e-03,1.01995052543319364e-03,-7.70075804093355627e-08,8.76556111706926428e-08,4.26801444672565145e-01,3.78693688952616949e-04,3.79829624442708572e-04,3.89539234435213645e-04,4.45958715037319403e-02
7.31250000000000034e-10,-5.98740272658916519e-09,6.15910003138163222e-09,4.50388752975159762e-02,1.02325775549208498e-03,1.02341865769044128e-03,1.02025336913568322e-03,-7.77076320122062860e-08,8.84943155360540148e-08,4.29001436534138247e-01,3.80478172562679327e-04,3.81620813079933130e-04,3.91465091291612474e-04,4.50381294756167505e-02
7.35000000000000047e-10,-6.06866754792632638e-09,6.24852166056221874e-09,4.54830622923607861e-02,1.02360850477684062e-03,1.02377191776914663e-03,1.02055699872004844e-03,-7.84104650747038769e-08,8.93358906596153649e-08,4.31201428313812807e-01,3.82260368729725236e-04,3.83409709894060773e-04,3.93389765104613031e-04,4.54823070379862110e-02
7.38749999999999956e-10,-6.15053867768096984e-09,6.33878470908381020e-09,4.59291643444713418e-02,1.02396063967357992e-03,1.02412657287003850e-03,1.02086140556917424e-03,-7.91160781793086397e-08,9.01803244959801306e-08,4.33401420012841487e-01,3.84040272084693523e-04,3.85196309472344970e-04,3.95313251731370234e-04,4.59283995979162599e-02
7.42499999999999969e-10,-6.23301569712807557e-09,6.42989956833982726e-09,4.63771768556650449e-02,1.02431415501209118e-03,1.02448261778479745e-03,1.02116658108922015e-03,-7.98244677007858671e-08,9.10276041296725178e-08,4.35601411632475177e-01,3.85817877324519940e-04,3.86980606466119658e-04,3.97235547055167673e-04,4.63764025574217101e-02
7.46249999999999982e-10,-6.31610501441980832e-09,6.52187083280977053e-09,4.68270952228734688e-02,1.02466904564188130e-03,1.02484004731658420e-03,1.02147251670981778e-03,-8.05356296425491401e-08,9.18777174936165792e-08,4.37801403173962600e-01,3.87593179208241875e-04,3.88762595589483130e-04,3.99156646985456812e-04,4.68263113136333509e-02
7.49999999999999995e-10,-6.39982932560832517e-09,6.61469000591292239e-09,4.72789148383213134e-02,1.02502530645725122e-03,1.02519885629416096e-03,1.02177920388424825e-03,-8.12495598341292520e-08,9.27306534096921517e-08,4.40001394638544430e-01,3.89366172557123957e-04,3.90542271619271904e-04,4.01076547457791062e-04,4.72781212589747646e-02
7.53750000000000008e-10,-6.48419036257255370e-09,6.70836422279309731e-09,4.77326310896956166e-02,1.02538293229834706e-03,1.02555903951615391e-03,1.02208663408874588e-03,-8.19662565494652533e-08,9.35863988115971547e-08,4.42201386027462451e-01,3.91136852256460327e-04,3.92319629396550309e-04,4.02995244434012974e-04,4.77318277813387898e-02
7.57500000000000021e-10,-6.56918793788358443e-09,6.80290156527751867e-09,4.81882393603242226e-02,1.02574191800174964e-03,1.02592059177954013e-03,1.02239479882287616e-03,-8.26857183080915449e-08,9.44449408271461658e-08,4.44401377341951287e-01,3.92905213254050140e-04,3.94094663825482537e-04,4.04912733902141860e-04,4.81874262642619858e-02
7.61250000000000034e-10,-6.65482174390836830e-09,6.89830967424033949e-09,4.86457350293496085e-02,1.02610225840523328e-03,1.02628350788231868e-03,1.02270368960951535e-03,-8.34079437190375404e-08,9.53062669350104796e-08,4.46601368583243841e-01,3.94671250560086815e-04,3.95867369873242599e-04,4.06829011876374332e-04,4.86449120870986879e-02
7.64999999999999943e-10,-6.74109135306594406e-09,6.99459575006681645e-09,4.91051134719025575e-02,1.02646394834775018e-03,1.02664778262349216e-03,1.02301329799488628e-03,-8.41329314808980498e-08,9.61703649647788819e-08,4.48801359752568185e-01,3.96434959247151850e-04,3.97637742570008414e-04,4.08744074397079319e-04,4.91042806251937997e-02
7.68749999999999956e-10,-6.82799754306342390e-09,7.09176650547315129e-09,4.95663700592759576e-02,1.02682698267076550e-03,1.02701341080303960e-03,1.02332361555079309e-03,-8.48607087223712249e-08,9.70372014659083933e-08,4.51001350851140181e-01,3.98196334484866529e-04,3.99405777007736393e-04,4.10657917516793697e-04,4.95655272500525879e-02
7.72499999999999969e-10,-6.91554504774242749e-09,7.18982807015345075e-09,5.00295001591021110e-02,1.02719135622105894e-03,1.02738038722186768e-03,1.02363463387940539e-03,-8.55913860983507814e-08,9.79066787931254687e-08,4.53201341880139275e-01,3.99955371607251767e-04,4.01171468337641263e-04,4.12570537272638179e-04,5.00286473295072504e-02
7.76249999999999982e-10,-7.00373399306077750e-09,7.28879364244211479e-09,5.04944991355015665e-02,1.02755706384183364e-03,1.02774870668914881e-03,1.02394634459908860e-03,-8.63249770752422772e-08,9.87786848477925033e-08,4.55401332840758677e-01,4.01712065884635833e-04,4.02934811616327451e-04,4.14481929784064050e-04,5.04936362278963768e-02
7.79999999999999995e-10,-7.09256388022978217e-09,7.38867555954512081e-09,5.09613623492633505e-02,1.02792410037690334e-03,1.02811836401457712e-03,1.02425873935072442e-03,-8.70614831826437751e-08,9.96531247466111287e-08,4.57601323734197485e-01,4.03466412635419976e-04,4.04695801977792877e-04,4.16392091201295343e-04,5.09604893062318987e-02
7.83750000000000008e-10,-7.18203406106467839e-09,7.48947920431830861e-09,5.14300851580164683e-02,1.02829246067124712e-03,1.02848935400233293e-03,1.02457180979828024e-03,-8.78009010065446180e-08,1.00529987563489694e-07,4.59801314561665619e-01,4.05218407240539409e-04,4.06454434765604806e-04,4.18301017695162547e-04,5.14292019223691471e-02
7.87500000000000021e-10,-7.27214485298132226e-09,7.59120955684742236e-09,5.19006629163894298e-02,1.02866213957149917e-03,1.02886167145758035e-03,1.02488554763301132e-03,-8.85432264951225479e-08,1.01409257623627806e-07,4.62001305324372002e-01,4.06968045142898545e-04,4.08210705386082928e-04,4.20208705462556196e-04,5.18997694311695915e-02
7.91250000000000034e-10,-7.36290143840447663e-09,7.69387104167809521e-09,5.23730909761602609e-02,1.02903313192792643e-03,1.02923531118645408e-03,1.02519994458854786e-03,-8.92884520238138254e-08,1.02290896383182107e-07,4.64201296023520227e-01,4.08715321845427675e-04,4.09964609308556863e-04,4.22115150725699425e-04,5.23721871846663731e-02
7.95000000000000046e-10,-7.45430624867275988e-09,7.79746701956092914e-09,5.28473646864596677e-02,1.02940543259562203e-03,1.02961026799712300e-03,1.02551499240441596e-03,-9.00365750009224662e-08,1.03174888851824070e-07,4.66401286660312053e-01,4.10460232916635330e-04,4.11716142064589164e-04,4.24020349730929325e-04,5.28464505322290279e-02
7.98749999999999956e-10,-7.54639368763847559e-09,7.90198736514454079e-09,5.33234793939176971e-02,1.02977903652245952e-03,1.02998653671475542e-03,1.02583068284037857e-03,-9.07875880564201695e-08,1.04061227839781760e-07,4.68601277235943248e-01,4.12202773982605242e-04,4.13465299247047511e-04,4.25924298750380713e-04,5.33225548207265088e-02
8.02499999999999969e-10,-7.63917628095866764e-09,8.00743032402591421e-09,5.38014304428252460e-02,1.03015393859619622e-03,1.03036411215475941e-03,1.02614700767970652e-03,-9.15414902436570109e-08,1.04949903046668037e-07,4.70801267751606189e-01,4.13942940737758785e-04,4.15212076512692105e-04,4.27826994082147456e-04,5.38004953946898817e-02
8.06249999999999982e-10,-7.73265480924767705e-09,8.11379845930641899e-09,5.42812131752944058e-02,1.03053013367285749e-03,1.03074298912771731e-03,1.02646395872924337e-03,-9.22982834369368285e-08,1.05840902824066327e-07,4.73001258208491315e-01,4.15680728941465977e-04,4.16956469581481837e-04,4.29728432050281554e-04,5.42802675964733014e-02
8.09999999999999995e-10,-7.82683009906799408e-09,8.22109394063553855e-09,5.47628229314185630e-02,1.03090761660972873e-03,1.03112316244513970e-03,1.02678152781942862e-03,-9.30579697115955341e-08,1.06734215576638954e-07,4.75201248607781179e-01,4.17416134415583091e-04,4.18698474236023615e-04,4.31628609004789179e-04,5.47618667664142716e-02
8.13750000000000008e-10,-7.92170302323010789e-09,8.32931854406009821e-09,5.52462550494315779e-02,1.03128638226533285e-03,1.03150462691944033e-03,1.02709970680430287e-03,-9.38205513440515377e-08,1.07629829762075470e-07,4.77401238950658557e-01,4.19149153044447186e-04,4.20438086321568195e-04,4.33527521321624932e-04,5.52452882429926989e-02
8.17500000000000020e-10,-8.01727450048566891e-09,8.43847365208355758e-09,5.57315048658650614e-02,1.03166642549942116e-03,1.03188737736392483e-03,1.02741848756151524e-03,-9.45860308118105913e-08,1.08527733891148767e-07,4.79601229238299120e-01,4.20879780774872632e-04,4.22175301746004596e-04,4.35425165402703225e-04,5.57305273629887590e-02
8.21250000000000033e-10,-8.11354549569710714e-09,8.54856025360248300e-09,5.62185677157066160e-02,1.03204774117295452e-03,1.03227140859277655e-03,1.02773786199231577e-03,-9.53544107933896093e-08,1.09427916527676544e-07,4.81801219471874931e-01,4.22608013616143305e-04,4.23910116479855599e-04,4.37321537675882451e-04,5.62175794616398272e-02
8.24999999999999943e-10,-8.21051701984673776e-09,8.65957894412635267e-09,5.67074389325542896e-02,1.03243032414809029e-03,1.03265671542104062e-03,1.02805782202157014e-03,-9.61256941683805133e-08,1.10330366288495677e-07,4.84001209652555553e-01,4.24333847640010636e-04,4.25642526556272111e-04,4.39216634594963686e-04,5.67064398727961938e-02
8.28749999999999956e-10,-8.30818732919547786e-09,8.77152900368436119e-09,5.71981138487676830e-02,1.03281416929070099e-03,1.03304329266476567e-03,1.02837835959914965e-03,-9.68998868547306082e-08,1.11235081043711538e-07,4.86201199781493232e-01,4.26057278977167190e-04,4.27372528067803705e-04,4.41110452649043935e-04,5.71971039290729635e-02
8.32499999999999969e-10,-8.40654799378556274e-09,8.88440712878956900e-09,5.76905877956145341e-02,1.03319927147393063e-03,1.03343113514120814e-03,1.02869946670186129e-03,-9.76770007742950336e-08,1.12142082217175997e-07,4.88401189859807627e-01,4.27778303813561246e-04,4.29100117161374266e-04,4.43002988373959511e-04,5.76895669620001716e-02
8.36249999999999982e-10,-8.50559907619239842e-09,8.99821243440435456e-09,5.81848561034477921e-02,1.03358562556442476e-03,1.03382023766796535e-03,1.02902113532601165e-03,-9.84570383288662576e-08,1.13051365021678430e-07,4.90601179888657368e-01,4.29496918409655369e-04,4.30825290055722465e-04,4.44894238301258486e-04,5.81838243021899904e-02
8.39999999999999994e-10,-8.60534137561295821e-09,9.11294388851351583e-09,5.86809141018446168e-02,1.03397322642933588e-03,1.03421059506339551e-03,1.02934335749126039e-03,-9.92399998549294155e-08,1.13962921101086557e-07,4.92801169869197087e-01,4.31213119088928992e-04,4.32548043032838895e-04,4.46784198985332860e-04,5.86798712794800587e-02
8.43750000000000007e-10,-8.70577529979407985e-09,9.22860086819504735e-09,5.91787571197443796e-02,1.03436206893690180e-03,1.03460220214676279e-03,1.02966612524718333e-03,-1.00025781104012759e-07,1.14876654756462645e-07,4.95001159802603008e-01,4.32926902211822539e-04,4.34268372423482756e-04,4.48672866967538995e-04,5.91777032230882127e-02
8.47500000000000020e-10,-8.80690135409510142e-09,9.34518320237836343e-09,5.96783804856117900e-02,1.03475214795652171e-03,1.03499505373942408e-03,1.02998943066515310e-03,-1.00814327254283751e-07,1.15792503309392158e-07,4.97201149690039423e-01,4.34638264213046239e-04,4.35986274625929930e-04,4.50560238825797052e-04,5.96773154617543031e-02
8.51250000000000033e-10,-8.90872117056703548e-09,9.46270664098339720e-09,6.01797795275895164e-02,1.03514345835861677e-03,1.03538914468319083e-03,1.03031326583663606e-03,-1.01605654119193741e-07,1.16710456531600105e-07,4.99401139532628324e-01,4.36347201606361449e-04,4.37701746105642793e-04,4.52446311182267194e-04,6.01787033238813593e-02
8.55000000000000046e-10,-9.01123671929755602e-09,9.58117200087813507e-09,6.06829495736367422e-02,1.03553599501490421e-03,1.03578446980942995e-03,1.03063762287689507e-03,-1.02399756229467028e-07,1.17630516268004925e-07,5.01601129331487816e-01,4.38053710962940364e-04,4.39414783384500015e-04,4.54331080683251785e-04,6.06818621376904593e-02
8.58749999999999956e-10,-9.11445087714978861e-09,9.70056985744291623e-09,6.11878859516749585e-02,1.03592975279833918e-03,1.03618102394585436e-03,1.03096249392508233e-03,-1.03196604504384734e-07,1.18552696299457644e-07,5.03801119087716853e-01,4.39757788910655157e-04,4.41125383036570563e-04,4.56214543996348544e-04,6.11867872313634278e-02
8.62499999999999968e-10,-9.21836448724910576e-09,9.82089707152959245e-09,6.16945839897317036e-02,1.03632472658291334e-03,1.03657880191674657e-03,1.03128787114394244e-03,-1.03996212558938171e-07,1.19476988444687891e-07,5.06001108802444866e-01,4.41459432150037763e-04,4.42833541721510810e-04,4.58096697824573909e-04,6.16934739331975110e-02
8.66249999999999981e-10,-9.32297833286932018e-09,9.94215040366912728e-09,6.22030390160841218e-02,1.03672091124372076e-03,1.03697779854710682e-03,1.03161374671999185e-03,-1.04798595698680656e-07,1.20403383616371088e-07,5.08201098476795399e-01,4.43158637444313616e-04,4.44539256162102090e-04,4.59977538897253513e-04,6.22019175717417466e-02
8.69999999999999994e-10,-9.42829321284063991e-09,1.00643262719476516e-08,6.27132463594018141e-02,1.03711830165693496e-03,1.03737800866278602e-03,1.03194011286351678e-03,-1.05603769386606543e-07,1.21331872601712515e-07,5.10401088111889445e-01,4.44855401619030318e-04,4.46242523143417543e-04,4.61857063969622168e-04,6.27121134759387189e-02
8.73750000000000007e-10,-9.53430678008940174e-09,1.01874206981237333e-08,6.32252013488872472e-02,1.03751689270420921e-03,1.03777942709048707e-03,1.03226696180857050e-03,-1.06411696208501285e-07,1.22262394668788032e-07,5.12601077708812358e-01,4.46549721655565136e-04,4.47943339516127740e-04,4.63735269821175173e-04,6.32240569752588188e-02
8.77500000000000020e-10,-9.64101390863478909e-09,1.03114293217526515e-08,6.37388993144166194e-02,1.03791667927215290e-03,1.03818204865774137e-03,1.03259428581302880e-03,-1.07222296614893504e-07,1.23194847558580099e-07,5.14801067268622958e-01,4.48241594672207846e-04,4.49641702195862356e-04,4.65612153255965549e-04,6.37377433998411458e-02
8.81250000000000033e-10,-9.74841343428761421e-09,1.04363480736368821e-08,6.42543355866774246e-02,1.03831765624205828e-03,1.03858586819328166e-03,1.03292207715856765e-03,-1.08035568266415893e-07,1.24129230639525492e-07,5.17001056792443681e-01,4.49931017704735124e-04,4.51337608160383820e-04,4.67487711105619150e-04,6.42531680806533584e-02
8.84999999999999942e-10,-9.85649952870479957e-09,1.05621742658270578e-08,6.47715054973060644e-02,1.03871981849994644e-03,1.03899088052786248e-03,1.03325032815070571e-03,-1.08851455882053560e-07,1.25065577491853865e-07,5.19201046281433709e-01,4.51617987917056886e-04,4.53031054467847773e-04,4.69361940223828489e-04,6.47703263496242909e-02
8.88749999999999955e-10,-9.96527232899810943e-09,1.06889020027218734e-08,6.52904043790254324e-02,1.03912316092885627e-03,1.03939708049213342e-03,1.03357903111871803e-03,-1.09669957429368761e-07,1.26003809361614343e-07,5.21401035736748675e-01,4.53302502450865952e-04,4.54722038239252003e-04,4.71234837498953443e-04,6.52892135397691031e-02
8.92499999999999968e-10,-1.00747332670426481e-08,1.08165240727404141e-08,6.58110275657789318e-02,1.03952767841248390e-03,1.03980446291774588e-03,1.03390817841572430e-03,-1.10491067570222194e-07,1.26943797878406578e-07,5.23601025159567524e-01,4.54984558498496114e-04,4.56410556668188300e-04,4.73106399847995473e-04,6.58098249853319023e-02
8.96249999999999981e-10,-1.01848957103113189e-08,1.09450429968797360e-08,6.63333703928550567e-02,1.03993336584722084e-03,1.04021302264448298e-03,1.03423776242518865e-03,-1.11314848614796728e-07,1.27885480204631650e-07,5.25801014551015466e-01,4.56664153277273974e-04,4.58096606877844432e-04,4.74976624184908459e-04,6.63321560219023165e-02
8.99999999999999994e-10,-1.02957711190019267e-08,1.10744611020079546e-08,6.68574281970316653e-02,1.04034021812886963e-03,1.04062275451301256e-03,1.03456777555348462e-03,-1.12141362651041211e-07,1.28828804433047102e-07,5.28001003912208500e-01,4.58341284083366987e-04,4.59780186062285498e-04,4.76845507456705663e-04,6.68562019865563129e-02
9.03750000000000007e-10,-1.04073606216677125e-08,1.12047728790282869e-08,6.73831963167126902e-02,1.04074823014591771e-03,1.04103365335774423e-03,1.03489821022785663e-03,-1.12970624948088530e-07,1.29773759388859069e-07,5.30200993244215657e-01,4.60015948290684021e-04,4.61461291564159676e-04,4.78713046646969025e-04,6.73819582179813886e-02
9.07500000000000020e-10,-1.05196653058748403e-08,1.13359757283788300e-08,6.79106700920370510e-02,1.04115739679062208e-03,1.04144571401655031e-03,1.03522905891858022e-03,-1.13802712515431954e-07,1.30720175759288270e-07,5.32400982548085766e-01,4.61688143275890909e-04,4.63139920773565248e-04,4.80579238692897392e-04,6.79094200566124628e-02
9.11250000000000033e-10,-1.06326931512261503e-08,1.14680748922312979e-08,6.84398448650280072e-02,1.04156771295940980e-03,1.04185893133458248e-03,1.03556031410778800e-03,-1.14637591325469468e-07,1.31668032351366017e-07,5.34600971824708227e-01,4.63357866464187416e-04,4.64816071188708306e-04,4.82444080627629957e-04,6.84385828447272027e-02
9.15000000000000046e-10,-1.07464468702112484e-08,1.16010594144851450e-08,6.89707159797221941e-02,1.04197917354520247e-03,1.04227330015604740e-03,1.03589196829748814e-03,-1.15475240533683872e-07,1.32617339579672835e-07,5.36800961075186267e-01,4.65025115411499788e-04,4.66489740355690056e-04,4.84307569501895901e-04,6.89694419266642933e-02
9.18749999999999955e-10,-1.08609286782746662e-08,1.17349145431412936e-08,6.95032787822884579e-02,1.04239177344189900e-03,1.04268881532930727e-03,1.03622401401495617e-03,-1.16315638537608613e-07,1.33568101048603271e-07,5.39000950300657089e-01,4.66689887738266202e-04,4.68160925883080671e-04,4.86169702382473906e-04,6.95019926489074263e-02
9.22499999999999968e-10,-1.09761327903878381e-08,1.18696467238265517e-08,7.00375286211549625e-02,1.04280550754715226e-03,1.04310547171570546e-03,1.03655644381608382e-03,-1.17158845527545186e-07,1.34520322864134509e-07,5.41200939502125444e-01,4.68352181063858464e-04,4.69829625382657339e-04,4.88030476396341512e-04,7.00362303601718833e-02
9.26249999999999981e-10,-1.10920616598694641e-08,1.20052551774675431e-08,7.05734608471379476e-02,1.04322037076683225e-03,1.04352326416592696e-03,1.03688925027830246e-03,-1.18004883202335898e-07,1.35474038773519452e-07,5.43400928680642381e-01,4.70011993093291029e-04,4.71495836559787315e-04,4.89889888695421911e-04,7.05721504115708470e-02
9.29999999999999994e-10,-1.12087210486463446e-08,1.21417335815291346e-08,7.11110708135664765e-02,1.04363635800632003e-03,1.04394218752280497e-03,1.03722242600054080e-03,-1.18853745131595821e-07,1.36429276734567491e-07,5.45600917837276933e-01,4.71669321632220450e-04,4.73159557205091652e-04,4.91747936455606046e-04,7.11097481567329326e-02
9.33750000000000007e-10,-1.13261125541582438e-08,1.22790750974717682e-08,7.16503538764089593e-02,1.04405346416498040e-03,1.04436223663020877e-03,1.03755596361989190e-03,-1.19705468978858090e-07,1.37385996170050515e-07,5.47800906973054280e-01,4.73324164569392249e-04,4.74820785173562816e-04,4.93604616858381675e-04,7.16490189519102816e-02
9.37499999999999916e-10,-1.14442378711520707e-08,1.24172725971836970e-08,7.21913053943895044e-02,1.04447168414342848e-03,1.04478340633300899e-03,1.03788985580152899e-03,-1.20560094663835906e-07,1.38344150944914671e-07,5.50000896088995384e-01,4.74976519856030891e-04,4.76479518381958211e-04,4.95459927110811368e-04,7.21899581561082360e-02
9.41250000000000033e-10,-1.15630986320246389e-08,1.25563191272626132e-08,7.27339207290972622e-02,1.04489101284358432e-03,1.04520569147701042e-03,1.03822409522291866e-03,-1.21417619476106159e-07,1.39303745661052904e-07,5.52200885186135970e-01,4.76626385495441626e-04,4.78135754806587596e-04,4.97313864465658332e-04,7.27325611312103215e-02
9.44999999999999942e-10,-1.16826816191963248e-08,1.26962063328067652e-08,7.32781952451048157e-02,1.04531144517864237e-03,1.04562908690912330e-03,1.03855867459055179e-03,-1.22278090741079039e-07,1.40264801874388364e-07,5.54400874265555510e-01,4.78273759474760892e-04,4.79789492481908929e-04,4.99166426174265689e-04,7.32768232421051047e-02
9.48750000000000058e-10,-1.18029756054304891e-08,1.28369331279372787e-08,7.38241243100943578e-02,1.04573297606291903e-03,1.04605358748978113e-03,1.03889358663686272e-03,-1.23141541928857661e-07,1.41227327882335315e-07,5.56600863328366668e-01,4.79918639840176740e-04,4.81440729482745882e-04,5.01017609523206841e-04,7.38227398568008786e-02
9.52499999999999968e-10,-1.19239899243773599e-08,1.29784910173609261e-08,7.43717032949738899e-02,1.04615560040885653e-03,1.04647918809660178e-03,1.03922882412443591e-03,-1.24007918079447351e-07,1.42191368417207048e-07,5.58800852375792467e-01,4.81561024746142397e-04,4.83089463857029253e-04,5.02867411700548160e-04,7.43703063465621095e-02
9.56250000000000084e-10,-1.20457284867488795e-08,1.31208668826396902e-08,7.49209275739958491e-02,1.04657931312795451e-03,1.04690588358633354e-03,1.03956437983531553e-03,-1.24877205766296562e-07,1.43156951940816194e-07,5.61000841408903161e-01,4.83200912431318416e-04,4.84735693787975610e-04,5.04715830004017971e-04,7.49195180859589527e-02
9.59999999999999994e-10,-1.21681796967192689e-08,1.32640426393266504e-08,7.54717925248704763e-02,1.04700410914502313e-03,1.04733366882063311e-03,1.03990024657298280e-03,-1.25749416940272690e-07,1.44124115438804089e-07,5.63200830428711718e-01,4.84838301192916225e-04,4.86379417513386765e-04,5.06562861820978195e-04,7.54703704530059333e-02
9.63749999999999903e-10,-1.22913394455947046e-08,1.34080060561364521e-08,7.60242935288774485e-02,1.04742998337728835e-03,1.04776253865728960e-03,1.04023641716524304e-03,-1.26624553170633123e-07,1.45092876367094644e-07,5.65400819436224444e-01,4.86473189402833819e-04,4.88020633359656964e-04,5.08408504568293412e-04,7.60228588292863883e-02
9.67500000000000019e-10,-1.24152112358970811e-08,1.35527478188999898e-08,7.65784259709753473e-02,1.04785693073929749e-03,1.04819248795216076e-03,1.04057288446629428e-03,-1.27502577416610403e-07,1.46063296628693282e-07,5.67600808432519144e-01,4.88105575473644665e-04,4.89659339725112119e-04,5.10252755650067577e-04,7.65769786000854713e-02
