time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma,mean_kinetic_energy_MeV
1.875e-10,-2.3137223532343127e-10,2.1104612202341664e-10,0.0031928710046570667,0.0009893632520011372,0.000989265739272939,0.0009887899641549945,-8.311294418092483e-09,7.526616225635623e-09,0.11197979982715103,8.830751041254977e-05,8.759211341201262e-05,8.7645628301878e-05,0.0031938607382070304
1.9124999999999999e-10,-2.4067227144659386e-10,2.1946607323701617e-10,0.003319192486520366,0.0009894603168905313,0.0009893626189847742,0.0009888854175225592,-8.46857940817523e-09,7.66555640425482e-09,0.11417982866959975,9.011073561083502e-05,8.938229339640031e-05,8.945085878161406e-05,0.003320181827138298
1.95e-10,-2.501452723404838e-10,2.2803872587089212e-10,0.0034479396922771125,0.0009895593242436557,0.0009894614376172177,0.0009889827488096755,-8.625320790080856e-09,7.803840482029824e-09,0.11637985752131402,9.191278499403224e-05,9.117134656439796e-05,9.12552774694278e-05,0.0034489286328240006
1.9875e-10,-2.597904870045142e-10,2.3676321733496075e-10,0.0035791108012116833,0.0009896602714525148,0.0009895621925647754,0.0009890819530176986,-8.781511412603597e-09,7.941459473833131e-09,0.11857988638263987,9.371363604400688e-05,9.29592510367065e-05,9.305886882019357e-05,0.0035800993345731767
2.025e-10,-2.696071529202501e-10,2.4563867411855425e-10,0.00371270396020375,0.0009897631558626974,0.0009896648811755877,0.000989183025062466,-8.93714317687004e-09,8.07840780444979e-09,0.12077991525393583,9.551326644071425e-05,9.474598511661375e-05,9.486161741587224e-05,0.0037136920792918077
2.0624999999999999e-10,-2.795944980978399e-10,2.5466421676493944e-10,0.003848717283856784,0.0009898679747736084,0.0009897695007516584,0.0009892859597749536,-9.092210962012826e-09,8.214680932405585e-09,0.12297994413557227,9.731165405377726e-05,9.653152728203932e-05,9.666350796070585e-05,0.0038497049816112795
2.1e-10,-2.8975174348942425e-10,2.6383895731952506e-10,0.003987148854628578,0.0009899747254387074,0.000989876048549095,0.0009893907519019176,-9.24671025281441e-09,8.350271595849075e-09,0.1251799730279293,9.910877693970531e-05,9.831585617926138e-05,9.846452527795541e-05,0.003988136124018921
2.1375e-10,-3.0007810271607347e-10,2.731619989686023e-10,0.0041279967229637185,0.0009900834050657454,0.0009899845217783423,0.000989497396106564,-9.400634947546835e-09,8.485175020041388e-09,0.12738000193140217,0.00010090461333716889,0.00010009895061743946,0.00010026465430699116,0.004128983556990781
2.175e-10,-3.1057277901921037e-10,2.826324382199251e-10,0.004271258907428071,0.0009901940108170114,0.0009900949176044308,0.0009896058869692144,-9.553977543412508e-09,8.619385347483083e-09,0.12958003084639966,0.00010269914166195163,0.00010188078956462486,0.00010206388009761054,0.0042722452991261275
2.2124999999999999e-10,-3.212349664064339e-10,2.922493633643927e-10,0.004416933394845239,0.000990306539809579,0.0009902072331472193,0.0009897162189879854,-9.706731713738455e-09,8.752898173322072e-09,0.13178005977334165,0.0001044923404998746,0.00010366135214545208,0.00010386218781084565,0.004417919337283796
2.25e-10,-3.3206384983405493e-10,3.0201185750440383e-10,0.00456501814043486,0.0009904209891155556,0.0009903214654816501,0.0009898283865794803,-9.858890871692684e-09,8.885709667738864e-09,0.13398008871266565,0.00010628418860589327,0.00010544061763589866,0.00010565956271678343,0.00456600362672093
2.2875e-10,-3.430586043709686e-10,3.1191899751497117e-10,0.004715511067952874,0.0009905373557623361,0.0009904376116379996,0.0009899423840794793,-1.0010447157169718e-08,9.017816393029405e-09,0.13618011766482388,0.00010807466490118299,0.0001072185654592148,0.00010745599019166414,0.004716496091233259
2.325e-10,-3.542183950541295e-10,3.2196985605224793e-10,0.004868410069833712,0.000990655636732861,0.0009905556686021358,0.0009900582057436548,-1.016139413023174e-08,9.149215279109728e-09,0.13838014663028406,0.00010986374847122416,0.00010899517518813324,0.0001092514557193939,0.004869394623297196
2.3625e-10,-3.655423786188282e-10,3.321634997002199e-10,0.005023713007334216,0.0009907758289658807,0.0009906756333157812,0.0009901758457482783,-1.0311725793000141e-08,9.279900909392395e-09,0.1405801756095299,0.00011165141856319782,0.00011077042654252883,0.00011104594488625677,0.0050246970842140835
2.4e-10,-3.7702970289856846e-10,3.42498986717492e-10,0.005181417710679541,0.0009908979293562143,0.0009907975026767814,0.0009902952981909407,-1.0461436161225433e-08,9.409867458477305e-09,0.14278020460306157,0.00011343765458274468,0.00011254429938580715,0.00011283944338251413,0.0051824013042560445
2.4375e-10,-3.8867950879272456e-10,3.5297536888900794e-10,0.005341521979210789,0.0009910219347550213,0.0009909212735393755,0.0009904165570912905,-1.0610521107554726e-08,9.53911104845699e-09,0.14498023361139528,0.00011522243609229876,0.00011431677372130051,0.00011463193700421656,0.005342505082813713
2.475e-10,-4.0049093069831656e-10,3.635916937843462e-10,0.005504023581534437,0.00099114784197007,0.0009910469427144553,0.0009905396163917678,-1.075897532494848e-08,9.667629902671327e-09,0.14718026263506387,0.0001170057428096008,0.00011608782968768145,0.00011642341164688374,0.0055050061885458
2.5125e-10,-4.1246309501669113e-10,3.7434700528626844e-10,0.005668920255673599,0.000991275647766009,0.000991174506969845,0.0009906644699583507,-1.0906794009319103e-08,9.795420366487688e-09,0.14938029167461608,0.00011878755460641265,0.00011785744755927684,0.00011821385330105585,0.0056699023595303275
2.55e-10,-4.245951227858882e-10,3.8524034083394495e-10,0.005836209709220972,0.0009914053488646452,0.0009913039630305694,0.000990791111581297,-1.1053974465385517e-08,9.922478184617582e-09,0.15158032073062008,0.00012056785150731237,0.00011962560774923884,0.00012000324805603379,0.005837191303417914
2.5875e-10,-4.3688613078030145e-10,3.9627073268641014e-10,0.006005889619493482,0.0009915369419452238,0.000991435307579141,0.000990919534975911,-1.120051455042916e-08,1.0048799336497164e-08,0.1537803498036597,0.00012234661369100655,0.00012139229080496157,0.00012179158209956525,0.0060068706975863004
2.6249999999999997e-10,-4.493352327934039e-10,4.07437208377631e-10,0.006177957633688767,0.000991670423644713,0.000991568537255836,0.0009910497337833064,-1.1346412930179482e-08,1.0174382028369196e-08,0.15598037889433772,0.00012412382149066539,0.0001231574774098822,0.00012357884171971975,0.006178938189297045
2.6625e-10,-4.619415385893328e-10,4.1873879255838023e-10,0.006352411369043182,0.0009918057905580952,0.000991703648658986,0.0009911817015711842,-1.1491666830824953e-08,1.0299224451226816e-08,0.15818040800327496,0.0001258994553895295,0.00012492114838436467,0.00012536501330474994,0.0063533913958535625
2.7e-10,-4.747041541143303e-10,4.3017450807249754e-10,0.006529248412991491,0.0009919430392386496,0.0009918406383452674,0.0009913154318346108,-1.1636273812932443e-08,1.0423327476330469e-08,0.16038043713111244,0.0001276734960178533,0.0001266832846819813,0.0001271500833405623,0.006530227904761114
2.7375e-10,-4.876221798532877e-10,4.417433781345054e-10,0.006708466323328309,0.0009920821661982444,0.0009919795028299895,0.000991450917996811,-1.1780230051510023e-08,1.0546691198961143e-08,0.16258046627851327,0.0001294459241565683,0.00012844386738883825,0.00012893403841245405,0.006709445273888488
2.775e-10,-5.006947113639058e-10,4.5344442458154484e-10,0.006890062628370984,0.0009922231679076318,0.0009921202385873894,0.0009915881534099575,-1.1923533021609314e-08,1.0669316025775255e-08,0.16478049544615964,0.0001312167207335991,0.00013020287772437698,0.0001307168652007575,0.00689104103163069
2.8125e-10,-5.139208418463807e-10,4.6527666964483896e-10,0.0070740348271241486,0.0009923660407967435,0.0009922628420509306,0.0009917271313559695,-1.2066182844376647e-08,1.0791202912210808e-08,0.16698052463475202,0.0001329858668258525,0.00013196029704285744,0.00013249855047972275,0.007075012677073528
2.85e-10,-5.272996633389912e-10,4.772391356803365e-10,0.007260380389445811,0.0009925107812549937,0.0009924073096136043,0.0009918678450473143,-1.2208178891096809e-08,1.0912352812765162e-08,0.16918055384501118,0.00013475334366021548,0.00013371610683064948,0.00013427908112100095,0.007261357680159909
2.8875e-10,-5.40830265057173e-10,4.893308448781794e-10,0.007449096756214981,0.0009926573856315788,0.0009925536376282293,0.0009920102876278258,-1.2349520123470312e-08,1.103276663958255e-08,0.17138058307767962,0.0001365191326111924,0.00013547028870657487,0.0001360584440947538,0.007450073481857769
2.9249999999999997e-10,-5.545117349360713e-10,5.015508202303323e-10,0.0076401813395007585,0.0009928058502357874,0.0009927018224077583,0.0009921544521735194,-1.2490206039671338e-08,1.1152444415864036e-08,0.17358061233352376,0.0001382832151997737,0.0001372228244214213,0.00013783662646924447,0.007641157494329376
2.9625e-10,-5.683431585223044e-10,5.138980821904137e-10,0.007833631522732986,0.0009929561713373034,0.0009928518602255838,0.0009923003316934151,-1.2630236295944918e-08,1.1271384998833532e-08,0.17578064161333073,0.0001400455730961786,0.00013897369585989805,0.00013961361540673799,0.007834607101101801
3e-10,-5.823236206989462e-10,5.263716518618225e-10,0.008029444660874284,0.0009931083451665214,0.000993003747315852,0.0009924479191303647,-1.2769609951240022e-08,1.1389591133061183e-08,0.1779806709179121,0.0001418061881164417,0.0001407228850397645,0.0001413893981670015,0.00803041965723937
3.0375e-10,-5.964522029711031e-10,5.38970552231335e-10,0.008227618080593562,0.0009932623679148541,0.0009931574798737741,0.0009925972073618864,-1.2908326352146646e-08,1.1507064481815811e-08,0.1801807002480989,0.0001435650422228395,0.00014247037410975263,0.00014316396210148867,0.008228592489516903
3.075e-10,-6.10727986897774e-10,5.516938072291108e-10,0.008428149080440886,0.00099341823573505,0.0009933130540559396,0.0009927481892009985,-1.304638603370274e-08,1.1623806241398484e-08,0.1823807296047443,0.0001453221175267961,0.00014421614535170985,0.0001449372946561565,0.008429122896594799
3.1125e-10,-6.251500525992725e-10,5.645404416359421e-10,0.008631034931023709,0.0009935759447415125,0.0009934704659806345,0.0009929008573970597,-1.3183788627287963e-08,1.1739818345090639e-08,0.18458075898872428,0.00014707739628966847,0.00014596018118036457,0.00014670938337080967,0.008632008149195493
3.15e-10,-6.397174787499207e-10,5.775094819741209e-10,0.008836272875184636,0.0009937354910106266,0.0009936297117281614,0.0009930552046366183,-1.3320533233409786e-08,1.1855102915538605e-08,0.18678078840093784,0.00014883086092099427,0.00014770246414438904,0.00014848021588059537,0.008837245490281302
3.1875e-10,-6.544293425070051e-10,5.905999572779213e-10,0.009043860128180264,0.0009938968705810742,0.000993790787341165,0.0009932112235442622,-1.3456619987860718e-08,1.1969663641267994e-08,0.1889808178423086,0.00015058249397547762,0.00014944297692648086,0.0001502497799167089,0.009044832135233457
3.2249999999999997e-10,-6.692847201926375e-10,6.038109013376016e-10,0.009253793877861427,0.000994060079454162,0.0009939536888249534,0.0009933689066834758,-1.3592048043092254e-08,1.208350609028671e-08,0.19118084731377988,0.0001523322781537062,0.0001511817023424463,0.00015201806330360996,0.009254765272032183
3.2625e-10,-6.842826859410436e-10,6.171413536395048e-10,0.009466071284854844,0.0009942251135941454,0.0009941184121478298,0.0009935282465574986,-1.3726816099440644e-08,1.2196634547048496e-08,0.1933808768163156,0.00015408019630128096,0.00015291862333907292,0.00015378505395846108,0.00946704206143829
3.3e-10,-6.994223114818285e-10,6.305903567060576e-10,0.009680689482745735,0.0009943919689285562,0.0009942849532414096,0.000993689235610187,-1.3860923920917784e-08,1.230905206582862e-08,0.19558090635090822,0.00015582623141214972,0.00015465372299563622,0.00015555073989433307,0.009681659637176728
3.3375e-10,-7.147026681786791e-10,6.441569565999668e-10,0.009897645578262006,0.0009945606413485368,0.000994453308000958,0.0009938518662268813,-1.3994369642879757e-08,1.2420763552462618e-08,0.19778093591857243,0.00015757036662697975,0.00015638698452538147,0.0001573151092168571,0.009898615106120244
3.375e-10,-7.301228227535417e-10,6.578402052570541e-10,0.01011693665145931,0.0009947311267091733,0.0009946234722857225,0.0009940161307352773,-1.4127151379950535e-08,1.2531773445266943e-08,0.19998096552034877,0.0001593125852329667,0.0001581183912771146,0.00015907815012890665,0.010117905548475036
