iteration,time_s,time_ns,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma,mean_kinetic_energy_MeV,energy_spread_MeV
3,2.10375e-09,2.10375,7.531161684353739e-08,3.4383438450106e-08,0.3015052223066116,0.0011995882564754246,0.0012009625453723194,0.0011310451851663551,7.495219125011409e-07,5.52437712772644e-07,1.2362374732080652,0.0008003486326778931,0.000802725813560125,0.0009031704154263809,0.3015196788760869,0.00035881489252432257
3,2.1075e-09,2.1075,7.584511072612739e-08,3.477693719090064e-08,0.30237958862346365,0.001200110820007663,0.0012014879145921386,0.0011312760711481647,7.540751476570966e-07,5.549968082099253e-07,1.2384377125369852,0.0008010319415676156,0.0008034084620656525,0.0009041807677555313,0.302394124051887,0.0003594687820405896
3,2.11125e-09,2.11125,7.638125214833981e-08,3.51718205828052e-08,0.30325456825436586,0.0012006333304903384,0.0012020132265271387,0.0011315064957892968,7.586397450702901e-07,5.575582034910852e-07,1.240637952216336,0.0008017138278951027,0.0008040896689727961,0.0009051900252153493,0.30326918273419806,0.0003601219861201353
3,2.115e-09,2.1149999999999998,7.692004299159365e-08,3.556808695845652e-08,0.3041301592242381,0.001201155786670928,0.001202538479918492,0.0011317364596520395,7.632156408114437e-07,5.601218769230953e-07,1.2428381922443574,0.0008023942962900572,0.0008047694389753022,0.0009061981916067816,0.3041448529472629,0.0003607745055677079
3,2.11875e-09,2.11875,7.746148508174656e-08,3.596573463830175e-08,0.3050063595650994,0.0012016781873050823,0.0012030636735156537,0.001131965963303447,7.678027714668374e-07,5.626878066351546e-07,1.245038432619292,0.0008030733513639925,0.0008054477767489964,0.0009072052707147905,0.3050211327224229,0.0003614263411952077
3,2.1225e-09,2.1225,7.800558018959038e-08,3.63647619307458e-08,0.3058831673160465,0.001202200531156584,0.0012035888060763112,0.001132195007315272,7.724010737141744e-07,5.652559704688972e-07,1.2472386733393834,0.0008037509977100836,0.0008061246869516371,0.0009082112663080901,0.30589802009809475,0.0003620774938214256
3,2.12625e-09,2.12625,7.855233003133033e-08,3.6765167131920904e-08,0.306760580523229,0.0012027228169973075,0.0012041138763663399,0.0011324235922638968,7.770104844325483e-07,5.678263460433553e-07,1.2494389144028777,0.0008044272399032329,0.0008068001742232096,0.0009092161821394985,0.30677551311974727,0.0003627279642720342
3,2.13e-09,2.13,7.910173626869998e-08,3.716694852550962e-08,0.3076385972398257,0.0012032450436071668,0.0012046388831597615,0.0011326517187302619,7.81630940546913e-07,5.7039891073233e-07,1.2516391558080178,0.0008051020825000586,0.0008074742431856992,0.0009102200219451455,0.3076536098398777,0.0003633777533792046
3,2.13375e-09,2.13375,7.965380050931389e-08,3.757010438287524e-08,0.3085172155260199,0.0012037672097740839,0.0012051638252387044,0.0011328793872998008,7.862623792120102e-07,5.729736418010482e-07,1.253839397553056,0.0008057755300392567,0.0008081468984430269,0.0009112227894449784,0.308532308317989,0.00036402686198160067
3,2.1375e-09,2.1375,8.020852430733796e-08,3.7974632962946636e-08,0.3093964334489828,0.0012042893142939386,0.00120568870139335,0.0011331065985623705,7.909047380357714e-07,5.755505164605662e-07,1.2560396396362383,0.0008064475870413785,0.0008088181445811708,0.0009122244883429198,0.3094116066205661,0.0003646752909243525
3,2.14125e-09,2.14125,8.076590916378445e-08,3.838053251234866e-08,0.310276249082842,0.0012048113559705274,0.0012062135104219003,0.0011333333531121886,7.955579547622894e-07,5.781295117884945e-07,1.2582398820558194,0.0008071182580090908,0.0008094879861683607,0.0009132251223274213,0.310291502821053,0.00036532304105914325
3,2.145e-09,2.145,8.132595652697381e-08,3.878780126502693e-08,0.31115666050866275,0.001205333333615524,0.0012067382511305282,0.0011335596515477603,8.00221967313853e-07,5.807106047179681e-07,1.2604401248100516,0.0008077875474272016,0.0008101564277550353,0.0009142246950702285,0.3111719949998301,0.00036597011324357453
3,2.14875e-09,2.14875,8.188866779273293e-08,3.919643744271794e-08,0.3120376658144252,0.0012058552460484306,0.0012072629223333377,0.0011337854944718242,8.048967136827176e-07,5.832937720172899e-07,1.262640367897194,0.0008084554597626603,0.0008108234738742519,0.0009152232102268855,0.3120530812441903,0.0003666165083412605
3,2.1525e-09,2.1525000000000003,8.245404430488253e-08,3.9606439254650895e-08,0.31291926309499885,0.0012063770920965457,0.0012077875228523164,0.001134010882491275,8.095821321001409e-07,5.858789901722344e-07,1.2648406113154982,0.0008091219994650423,0.0008114891290413792,0.0009162206714371868,0.31293475964831596,0.0003672622272218313
3,2.15625e-09,2.15625,8.30220873554729e-08,4.0017804897207194e-08,0.3138014504521206,0.001206898870594912,0.0012083120515173022,0.0011342358162171082,8.142781612716717e-07,5.88466235508501e-07,1.2670408550632282,0.0008097871709663606,0.0008121533977540983,0.0009172170823253015,0.31381702831325636,0.0003679072707609407
3,2.16e-09,2.16,8.35927981856737e-08,4.0430532554241473e-08,0.3146842259943725,0.0012074205803862847,0.0012088365071659308,0.001134460296264351,8.189847403443884e-07,5.910554841397571e-07,1.2692410991386434,0.0008104509786810771,0.0008128162844926063,0.0009182124464996535,0.31469988534690463,0.0003685516398400131
3,2.16375e-09,2.1637500000000003,8.416617798605434e-08,4.0844620396888475e-08,0.3155675878371573,0.0012079422203210796,0.001209360888643601,0.0011346843232520052,8.237018086982917e-07,5.936467121423072e-07,1.2714413435400131,0.0008111134270060121,0.0008134777937196522,0.0009192067675530414,0.3155833288639739,0.0003691953353462163
3,2.1675e-09,2.1675,8.474222789702333e-08,4.126006658354187e-08,0.3164515341026764,0.0012084637892573419,0.0012098851948034277,0.0011349078978029762,8.284293058119521e-07,5.962398955248545e-07,1.2736415882655958,0.0008117745203206079,0.0008141379298808082,0.0009202000490625606,0.31646735698597506,0.0003698383581722831
3,2.17125e-09,2.17125,8.532094900881351e-08,4.167686925995506e-08,0.31733606291990624,0.0012089852860606971,0.001210409424506206,0.0011351310205440237,8.331671713738261e-07,5.988350102952662e-07,1.275841833313664,0.0008124342629869841,0.0008147966974041242,0.0009211922945898405,0.31735196784119374,0.0003704807092164995
3,2.175e-09,2.175,8.590234236255966e-08,4.209502655944191e-08,0.3182211724245772,0.001209506709604316,0.0012109335766203604,0.0011353536921056833,8.379153453140391e-07,6.014320322943198e-07,1.278042078682486,0.0008130926593499981,0.0008154541007003796,0.0009221835076803492,0.31823715956466747,0.0003711223893822961
3,2.17875e-09,2.17875,8.648640894993175e-08,4.2514536602398203e-08,0.3191068607591474,0.0012100280587688706,0.0012114576500219128,0.001135575913122223,8.426737676298825e-07,6.040309370280372e-07,1.2802423243703367,0.0008137497137369365,0.0008161101441632121,0.0009231736918640229,0.3191229302981625,0.0003717633995783899
3,2.1825e-09,2.1824999999999997,8.707314971391906e-08,4.2935397496628564e-08,0.3199931260727811,0.0012105493324424924,0.0012119816435944358,0.0011357976842315733,8.474423788557872e-07,6.066317000709806e-07,1.2824425703754905,0.0008144054304578128,0.0008167648321690406,0.0009241628506555635,0.32000927819015135,0.00037240374071876594
3,2.18625e-09,2.18625,8.766256554933842e-08,4.335760733727024e-08,0.32087996652132866,0.0012110705295207348,0.0012125055562290127,0.0011360190060752656,8.522211200102904e-07,6.092342970314561e-07,1.2846428166962227,0.0008150598138058029,0.0008174181690773164,0.0009251509875539314,0.3208962013957894,0.0003730434137223839
3,2.19e-09,2.19,8.825465730334814e-08,4.3781164206732975e-08,0.32176738026729984,0.0012115916489065348,0.0012130293868241988,0.0011362398792983828,8.570099322456851e-07,6.118387032376022e-07,1.2868430633308172,0.0008157128680569521,0.0008180701592302913,0.0009261381060422742,0.3217836980768925,0.0003736824195130028
3,2.1937499999999998e-09,2.1937499999999996,8.884942577557506e-08,4.420606617492429e-08,0.32265536547984347,0.0012121126895101647,0.0012135531342859762,0.0011364603045494893,8.61808756762804e-07,6.144448938615978e-07,1.2890433102775556,0.0008163645974701148,0.0008187208069533063,0.0009271242095884961,0.3226717664019141,0.000374320759019309
3,2.1975e-09,2.1975,8.944687171867212e-08,4.463231129870232e-08,0.3235439203347232,0.001212633650249201,0.001214076797527717,0.0011366802824805842,8.666175352666357e-07,6.170528440070486e-07,1.2912435575347154,0.0008170150062876493,0.0008193701165546391,0.0009281093016457703,0.32356040454592283,0.0003749584331750212
3,2.20125e-09,2.20125,9.004699583862434e-08,4.505989762254074e-08,0.324433043014296,0.0012131545300484807,0.0012146003754701423,0.0011368998137470385,8.714362098148279e-07,6.196625287638676e-07,1.2934438051005916,0.0008176640987348581,0.0008200180923256939,0.0009290933856519357,0.3244496106905793,0.0003755954429184969
3,2.205e-09,2.205,9.064979879551369e-08,4.5488823178012905e-08,0.3253227317074876,0.0012136753278400617,0.00121512386704128,0.0011371188990075332,8.762647227899799e-07,6.222739230076296e-07,1.2956440529734687,0.0008183118790200967,0.0008206647385410181,0.0009300764650292912,0.3253393830241138,0.00037623178919258626
3,2.20875e-09,2.2087499999999998,9.125528120364299e-08,4.591908598406376e-08,0.32621298460977355,0.0012141960425631835,0.0012156472711764266,0.0011373375389240117,8.811030168221253e-07,6.248870015056413e-07,1.2978443011516392,0.0008189583513351122,0.0008213100594583687,0.0009310585431865101,0.32622971974130366,0.00037686747294523687
3,2.2125e-09,2.2125,9.186344363201848e-08,4.635068404687177e-08,0.3271037999231533,0.0012147166731642312,0.0012161705868181066,0.001137555734161622,8.85951034925951e-07,6.275017389333834e-07,1.3000445496333954,0.00081960351985494,0.0008219540593186046,0.0009320396235161268,0.32712061904345086,0.0003775024951284196
3,2.21625e-09,2.21625,9.247428660499907e-08,4.6783615359829426e-08,0.3279951758561278,0.0012152372185966888,0.0012166938129160333,0.0011377734853886563,8.908087204311966e-07,6.301181100051182e-07,1.3022447984170356,0.0008202473887380001,0.0008225967423460928,0.0009330197093947303,0.32801207913835917,0.00037813685669805364
3,2.22e-09,2.22,9.308781060229002e-08,4.7217877903838044e-08,0.328887110623679,0.0012157576778211098,0.0012172169484270683,0.001137990793276502,8.95676016706137e-07,6.32736089476109e-07,1.3044450475008573,0.0008208899621261432,0.000823238112748592,0.0009339988041840838,0.32890409824031164,0.00037877055861438035
3,2.22375e-09,2.22375,9.370401605960529e-08,4.7653469647328906e-08,0.329779602447246,0.0012162780498050738,0.0012177399923151836,0.0011382076584995834,9.005528673648947e-07,6.353556521220637e-07,1.3066452968831652,0.0008215312441447607,0.0008238781747173476,0.0009349769112313575,0.3297966745700487,0.00037940360184194726
3,2.2275e-09,2.2275,9.432290336875416e-08,4.8090388546253116e-08,0.33067264955470316,0.0012167983335231447,0.0012182629435514207,0.0011384240817353133,9.054392164216843e-07,6.37976772691575e-07,1.3088455465622582,0.0008221712389029176,0.0008245169324269054,0.0009359540338687201,0.3306898063547456,0.0003800359873492935
3,2.23125e-09,2.23125,9.494447287830445e-08,4.8528632544163756e-08,0.3315662501803372,0.0012173185279568382,0.001218785801113852,0.0011386400636640328,9.103350083232487e-07,6.405994259459585e-07,1.3110457965364468,0.0008228099504934729,0.0008251543900355483,0.0009369301754131801,0.3315834918279892,0.0003806677161088342
3,2.235e-09,2.235,9.556872489417333e-08,4.8968199572359035e-08,0.332460402564825,0.001217838632094584,0.0012193085639875445,0.001138855604968964,9.152401879695874e-07,6.432235864487977e-07,1.3132460468040374,0.0008234473829930444,0.0008257905516850066,0.0009379053391669705,0.3324777292297565,0.00038129878909688963
3,2.23875e-09,2.23875,9.619565967984056e-08,4.9409087549623944e-08,0.33335510495521176,0.001218358644931681,0.0012198312311645172,0.0011390707063361565,9.201547007212575e-07,6.458492286466903e-07,1.3154462973633412,0.000824083540462151,0.0008264254215005664,0.0009388795284174925,0.33337251680639235,0.0003819292072935496
3,2.2425e-09,2.2425,9.682527745715148e-08,4.9851294382504695e-08,0.33425035560488836,0.0012188785654702644,0.001220353801643705,0.001139285368454435,9.250784919212367e-07,6.484763270524974e-07,1.317646548212674,0.000824718426945125,0.0008270590035915201,0.0009398527464374204,0.3342678528105869,0.00038255897168260083
3,2.24625e-09,2.2462500000000003,9.745757840600764e-08,5.029481796517828e-08,0.33514615277356935,0.0012193983927192707,0.001220876274430919,0.0011394995920153464,9.300115070461003e-07,6.5110485623625e-07,1.319846799350351,0.0008253520464701266,0.0008276913020507465,0.000940824996484539,0.33516373550135337,0.0003831880832513962
3,2.25e-09,2.25,9.809256266517887e-08,5.073965617970742e-08,0.33604249472726955,0.0012199181256943939,0.0012213986485388104,0.0011397133777131154,9.349536919326195e-07,6.537347906591157e-07,1.3220470507746886,0.0008259844030493646,0.0008283223209549054,0.0009417962818020723,0.33606016314400633,0.00038381654299087415
