time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma,mean_kinetic_energy_MeV
8.775e-10,5.772344871199073e-09,-1.7222465977016175e-08,0.06420173210624455,0.0010387947847198566,0.0010391227497171423,0.0010333615567411517,3.6023981502956666e-08,-4.2596651628339045e-08,0.516786700822184,0.00046355864422993576,0.0004654313632512363,0.0004837734024822244,0.06420288000824828
8.8125e-10,5.809216900265777e-09,-1.7263121485787136e-08,0.06471873274510469,0.0010391955755274219,0.0010395266359974585,0.0010336882703778972,3.642566050649764e-08,-4.200637126022812e-08,0.5189867625292867,0.00046506674137211716,0.00046693894254827084,0.0004854345480824896,0.06471988647443008
8.849999999999999e-10,5.8464669181049486e-09,-1.7303138644993967e-08,0.06523746286533327,0.0010395974368807895,0.0010399315979633514,0.0010340153381235215,3.6832041069155646e-08,-4.1408432274445055e-08,0.5211868246950538,0.000466571108000293,0.0004684428659079074,0.0004870927163775056,0.0652386225447386
8.8875e-10,5.884098848640338e-09,-1.734251082435668e-08,0.06575791780082908,0.00104000036278598,0.0010403376295588286,0.0010343427518424003,3.7243133846536286e-08,-4.0802767013876597e-08,0.5233868873225903,0.00046807174872091797,0.00046994313663998894,0.0004887479118040654,0.06575908355445265
8.925e-10,5.92211661174963e-09,-1.738123135183952e-08,0.06628009288683061,0.001040404347259091,0.0010407447247383565,0.0010346705034400424,3.7658948927290063e-08,-4.0189309079025976e-08,0.5255869504149843,0.00046956866822557455,0.0004714397581554732,0.0004904001388446892,0.06628126484019094
8.9625e-10,5.960524124278345e-09,-1.741929351305721e-08,0.06680398346004902,0.001040809384326494,0.0010411528774670496,0.001034998584863317,3.807949678775346e-08,-3.956798941749792e-08,0.5277870139753041,0.0004710618712895195,0.00047293273396647014,0.0004920494020295759,0.06680516174004525
9e-10,5.999325297973711e-09,-1.745669055026951e-08,0.06732958485879978,0.0010412154680250118,0.0010415620817208618,0.0010353269881006625,3.8504786662229924e-08,-3.893874283598795e-08,0.5299870780066019,0.00047255136277233944,0.0004744220676843945,0.0004936957059340082,0.06733076959371204
9.0375e-10,6.0385240397881145e-09,-1.7493415667884824e-08,0.06785689242313399,0.0010416225924021155,0.0010419723314867592,0.0010356557051822938,3.893482850374149e-08,-3.8301505377386396e-08,0.5321871425119016,0.0004740371476142151,0.0004759077630198139,0.0004953390551736217,0.06785808374262133
9.075e-10,6.078124253772854e-09,-1.7529462031755456e-08,0.06838590149496719,0.0010420307515160991,0.0010423836207629118,0.0010359847281804031,3.936963421511631e-08,-3.765621244658844e-08,0.534387207494206,0.0004755192308357307,0.00047738982378103833,0.0004969794544032802,0.06838709953006646
9.1125e-10,6.1181298411543735e-09,-1.75648227685847e-08,0.06891660741820803,0.0010424399394362608,0.0010427959435588621,0.0010363140492093456,3.980921515805298e-08,-3.700279845751554e-08,0.5365872729564956,0.00047699761753571066,0.00047886825386986965,0.0004986169083202065,0.06891781230133337
