time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma
2.505000000000006963e-09,1.120015320631416644e-06,1.058547432772173757e-05,4.768404975026012127e-01,1.245251748194430193e-03,1.242662758956630895e-03,1.130305808432069403e-03,1.626579049833298796e-09,-4.582310365463634259e-09,1.677229861221620988e+00,9.078989701251878380e-04,9.083831998218747789e-04,1.014911350120728485e-03
2.520000000000007014e-09,1.120019436489057407e-06,1.058546364724984811e-05,4.807056188945620367e-01,1.247341046313532121e-03,1.244753068268381318e-03,1.130915010260419816e-03,1.626627376019257935e-09,-4.582326336827800470e-09,1.686030032104041121e+00,9.119469661382007594e-04,9.124329940229453572e-04,1.019764322625788325e-03
2.535000000000007066e-09,1.120023538802793173e-06,1.058545300707463633e-05,4.845759938228957897e-01,1.249431548770295981e-03,1.246844582267150284e-03,1.131520070595505361e-03,1.626675192005771836e-09,-4.582342123426869124e-09,1.694830202984574985e+00,9.159829408298126837e-04,9.164707584362842205e-04,1.024605227664844272e-03
2.550000000000007117e-09,1.120027627639522183e-06,1.058544240694806555e-05,4.884515618593459063e-01,1.251523208187354120e-03,1.248937253551138729e-03,1.132121014419313872e-03,1.626722503332425015e-09,-4.582357727627188060e-09,1.703630373863213254e+00,9.200069608945472127e-04,9.204965598244271895e-04,1.029434119151134567e-03
2.565000000000007169e-09,1.120031703066010960e-06,1.058543184662325618e-05,4.923322634196291570e-01,1.253615977987725116e-03,1.251031035519373355e-03,1.132717866852508493e-03,1.626769315223921831e-09,-4.582373151757895222e-09,1.712430544739962812e+00,9.240190925815015919e-04,9.245104644929033654e-04,1.034251050841398937e-03
2.580000000000007221e-09,1.120035765148515269e-06,1.058542132585545295e-05,4.962180397503946350e-01,1.255709812381560061e-03,1.253125882358378969e-03,1.133310653140917222e-03,1.626815632961411382e-09,-4.582388398294435302e-09,1.721230715614796125e+00,9.280194017051716015e-04,9.285125383190806535e-04,1.039056076288369292e-03
2.595000000000007272e-09,1.120039813953190077e-06,1.058541084440121014e-05,5.001088329163813073e-01,1.257804666353131698e-03,1.255221749029212510e-03,1.133899398642519664e-03,1.626861462018538238e-09,-4.582403469474868695e-09,1.730030886487704089e+00,9.320079536631235102e-04,9.325028467667574985e-04,1.043849248854106498e-03
2.610000000000007324e-09,1.120043849545802410e-06,1.058540040201851517e-05,5.040045857877571978e-01,1.259900495648090708e-03,1.257318591254733432e-03,1.134484128814968731e-03,1.626906807682419604e-09,-4.582418367161276569e-09,1.738831057358681376e+00,9.359848134109894453e-04,9.364814548655204336e-04,1.048630621704986585e-03
2.625000000000007375e-09,1.120047871991823681e-06,1.058538999846685644e-05,5.079052420276380930e-01,1.261997256760773612e-03,1.259416365506904004e-03,1.135064869203520005e-03,1.626951675238830377e-09,-4.582433093373222042e-09,1.747631228227705558e+00,9.399500454724832527e-04,9.404484272118295842e-04,1.053400247766459168e-03
2.640000000000007427e-09,1.120051881356392840e-06,1.058537963350808555e-05,5.118107460798703157e-01,1.264094906921879070e-03,1.261515028994389083e-03,1.135641645429505148e-03,1.626996070126365833e-09,-4.582447649999613403e-09,1.756431399094789292e+00,9.439037139542233836e-04,9.444038279574460022e-04,1.058158179723247584e-03
2.655000000000007479e-09,1.120055877704452114e-06,1.058536930690460467e-05,5.157210431569160258e-01,1.266193404086205778e-03,1.263614539650343002e-03,1.136214483179173729e-03,1.627039997875433124e-09,-4.582462038895048315e-09,1.765231569959915481e+00,9.478458825477727124e-04,9.483477208247641276e-04,1.062904470065932942e-03
2.670000000000007530e-09,1.120059861100543086e-06,1.058535901842108602e-05,5.196360792279728358e-01,1.268292706920767223e-03,1.265714856120409623e-03,1.136783408193044621e-03,1.627083464034037876e-09,-4.582476262061470950e-09,1.774031740823055481e+00,9.517766145159906000e-04,9.522801691156508553e-04,1.067639171109152239e-03
2.685000000000007582e-09,1.120063831609142962e-06,1.058534876782335889e-05,5.235558010072997037e-01,1.270392774792854403e-03,1.267815937750886319e-03,1.137348446255609553e-03,1.627126473823518239e-09,-4.582490321589892155e-09,1.782831911684230386e+00,9.556959726879346497e-04,9.562012357063506525e-04,1.072362334980267581e-03
