time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma
5.696969696969696547e-09,3.659707742324888600e-06,-2.637060891871136785e-06,1.359269651056585593e+00,1.517773266189692506e-03,1.516633757131855345e-03,1.172448058918230951e-03,2.153603597112215599e-07,1.857564109463583244e-07,3.541082909938181533e+00,1.000282359183758598e-03,9.998614533197702856e-04,1.440507778303281141e-03
5.818181818181818243e-09,3.722464898508167122e-06,-2.567196092998576430e-06,1.394265905358890167e+00,1.527651041684252283e-03,1.526518112124496031e-03,1.173588129887949720e-03,3.003886334194238978e-07,3.049392140661517219e-07,3.612195442257040590e+00,1.006365034565459820e-03,1.005975780099628222e-03,1.455698699660460489e-03
5.939393939393939112e-09,3.758529248664262188e-06,-2.539685413953271985e-06,1.429311253828935868e+00,1.537455555495496678e-03,1.536289800598015978e-03,1.174683950988551729e-03,3.450668382149599388e-07,3.473579201768761299e-07,3.683307981868674030e+00,1.012331706393489053e-03,1.011903208255864571e-03,1.470584792254331840e-03
6.060606060606059981e-09,3.740151455777479658e-06,-2.558783693669695161e-06,1.464403108192503966e+00,1.547095009664199413e-03,1.545884382927837850e-03,1.175675705575834895e-03,3.047140157592270630e-07,3.092388964889229819e-07,3.754420574085186590e+00,1.018059196109769677e-03,1.017545470969812753e-03,1.484731623006116516e-03
6.181818181818181677e-09,3.692209547566145384e-06,-2.600965401021228680e-06,1.499539018372918919e+00,1.556586730109921516e-03,1.555303225669299721e-03,1.176595925077480878e-03,2.271448272120981298e-07,2.375004313143667535e-07,3.825533055025760909e+00,1.023571802554653406e-03,1.022917869276267645e-03,1.498361051802030684e-03
6.303030303030302546e-09,3.664307849358533165e-06,-2.642981915666194885e-06,1.534716733867669713e+00,1.565827566327923030e-03,1.564586226564947981e-03,1.177427017953889881e-03,1.893956003161395253e-07,1.722769878136008022e-07,3.896645508108157241e+00,1.028710859955924567e-03,1.028093548279514994e-03,1.511325814196320168e-03
6.424242424242424241e-09,3.610529953505624155e-06,-2.717441481748049139e-06,1.569934138724713879e+00,1.574861351957273971e-03,1.573679003411809383e-03,1.178193887472478224e-03,1.142674909295300826e-07,6.001568032866537027e-08,3.967757857557036250e+00,1.033542217163680192e-03,1.032984155028310314e-03,1.523791191422002199e-03
6.545454545454545110e-09,3.556246994507835155e-06,-2.766163485479507341e-06,1.605189269818064091e+00,1.583735498364663300e-03,1.582641944808493894e-03,1.178935416958433154e-03,3.409828674954816740e-08,-1.026269797828511793e-08,4.038870166937233108e+00,1.038143157426805368e-03,1.037695774876213478e-03,1.536091721290977746e-03
6.666666666666665979e-09,3.545240992744145548e-06,-2.795157660455363303e-06,1.640480290914918760e+00,1.592504375323427947e-03,1.591421474961920469e-03,1.179659171963929427e-03,1.388339100354798266e-08,-5.115421246696727602e-08,4.109982532733137184e+00,1.042593651219433275e-03,1.042171203388542276e-03,1.548255949718000540e-03
6.787878787878787675e-09,3.556359479807319834e-06,-2.809983168191268639e-06,1.675805466524031617e+00,1.601172162456729157e-03,1.600108058438109862e-03,1.180359578028438664e-03,2.834803550230807862e-08,-6.635986422066232951e-08,4.181094904655542344e+00,1.046910053415247991e-03,1.046514084370359999e-03,1.560233892174716763e-03
6.909090909090908544e-09,3.579860156051121945e-06,-2.814387612199200190e-06,1.711163172770816310e+00,1.609769033316195766e-03,1.608699643661786957e-03,1.181032399673462990e-03,6.310535588990189247e-08,-6.904428318320304913e-08,4.252207262419137379e+00,1.051136480658378808e-03,1.050736264709925018e-03,1.571993389535634696e-03
7.030303030303030240e-09,3.622948507004517184e-06,-2.796919674380850857e-06,1.746551882014332868e+00,1.618320254614701633e-03,1.617225371329526502e-03,1.181694371102924926e-03,1.215850592432214233e-07,-4.563196116883945331e-08,4.323319550701118175e+00,1.055303655352160834e-03,1.054873661649144119e-03,1.583666274830576983e-03
7.151515151515151108e-09,3.641591331885322222e-06,-2.769259726284706959e-06,1.781970171651994894e+00,1.626819974341781787e-03,1.625697787947753869e-03,1.182338775099778206e-03,1.511242518083101026e-07,-1.708360810150186068e-08,4.394431834773161683e+00,1.059404594466977715e-03,1.058951008631485100e-03,1.595191635372753903e-03
