0.000000000000000000e+00,1.119079758458588146e-06,1.058804203905868395e-05,1.423984678961471068e-06,9.976120114356362267e-04,9.949013330296692381e-04,1.002062657438317289e-03,8.347850339612351463e-10,-2.343836832014932342e-09,1.027116221801781804e-01,1.024278022907361157e-06,1.027787656321045433e-06,1.059744628039088127e-06
0.000000000000000000e+00,1.119081547284509353e-06,1.058803698804290054e-05,2.217972690119378928e-04,9.976129144136053166e-04,9.949022413070012730e-04,1.002063584595081196e-03,8.347850339612351463e-10,-2.343836832014932342e-09,1.027116221801781804e-01,1.024278022907361157e-06,1.027787656321045433e-06,1.059744628039088127e-06
3.749999999999999975e-12,1.119083359562974832e-06,1.058803192820739674e-05,4.445012265828672472e-04,9.976156977477669899e-04,9.949050305438223839e-04,1.002066361833779543e-03,8.460090806810822087e-10,-2.348922058590448529e-09,1.038358438985563237e-01,1.806122392569799352e-06,1.809932413910195532e-06,1.868288462760843575e-06
7.499999999999999950e-12,1.119085195258876123e-06,1.058802685958059388e-05,6.695328724402114639e-04,9.976203590195977487e-04,9.949096983208208581e-04,1.002070984368121824e-03,8.572295997648334025e-10,-2.354007899281854586e-09,1.049600656175266045e-01,2.651226904596450423e-06,2.655317447635486561e-06,2.737763006741352164e-06
1.124999999999999993e-11,1.119087054336904236e-06,1.058802178219087943e-05,8.968891956089921095e-04,9.976268957825990772e-04,9.949162421906696321e-04,1.002077447343190358e-03,8.684465649997505384e-10,-2.359094301890123513e-09,1.060842873370882733e-01,3.510126945014119491e-06,3.514548585894931321e-06,3.620894403910729881e-06
1.499999999999999990e-11,1.119088936761480398e-06,1.058801669606748788e-05,1.126567159280925665e-03,9.976353055624503138e-04,9.949246596782442172e-04,1.002085745836194235e-03,8.796599503068893061e-10,-2.364181214335513544e-09,1.072085090572405530e-01,4.374016293334095722e-06,4.378795246719423432e-06,4.509216687110965584e-06
1.874999999999999988e-11,1.119090842496609734e-06,1.058801160123899134e-05,1.358563701005825351e-03,9.976455858572341653e-04,9.949349482807744866e-04,1.002095874857082767e-03,8.908697297421389370e-10,-2.369268584661489809e-09,1.083327307779827220e-01,5.240138956681295164e-06,5.245289611468549085e-06,5.400065128571853015e-06
2.249999999999999985e-11,1.119092771506078619e-06,1.058800649773481236e-05,1.592875732883755526e-03,9.976577341375826406e-04,9.949471054680736597e-04,1.002107829349213998e-03,9.020758774966659868e-10,-2.374356361038085588e-09,1.094569524993134757e-01,6.107350085544734779e-06,6.112881039109506847e-06,6.292328547198899629e-06
2.624999999999999983e-11,1.119094723753385862e-06,1.058800138558387372e-05,1.829500141758524587e-03,9.976717478468882534e-04,9.949611286826978967e-04,1.002121604190033639e-03,9.132783678985717985e-10,-2.379444491775089631e-09,1.105811742212324256e-01,6.975086550014408934e-06,6.981003291545171504e-06,7.185458745052890242e-06
2.999999999999999980e-11,1.119096699201652709e-06,1.058799626481583344e-05,2.068433789411834676e-03,9.976876244015215126e-04,9.949770153401496942e-04,1.002137194191753556e-03,9.244771754156835132e-10,-2.384532925376155355e-09,1.117053959437386279e-01,7.843037987060411199e-06,7.849344199384720135e-06,8.079152769022900977e-06
3.374999999999999978e-11,1.119098697813913794e-06,1.058799113546013267e-05,2.309673512758581623e-03,9.977053611909703513e-04,9.949947628290682720e-04,1.002154594102021594e-03,9.356722746530689093e-10,-2.389621610473909352e-09,1.128296176668308476e-01,8.711018586405237064e-06,8.717716833406524945e-06,8.973228734786740463e-06
3.749999999999999975e-11,1.119100719552772824e-06,1.058798599754639895e-05,2.553216124042972587e-03,9.977249555780890594e-04,9.950143685114301497e-04,1.002173798604612210e-03,9.468636403521821318e-10,-2.394710495780969886e-09,1.139538393905083630e-01,9.578909801091793142e-06,9.586001917087920605e-06,9.867570230642100932e-06
4.124999999999999973e-11,1.119102764380484741e-06,1.058798085110472227e-05,2.799058411035621006e-03,9.977464048992461688e-04,9.950358297227575310e-04,1.002194802320117333e-03,9.580512473941320898e-10,-2.399799530147176214e-09,1.150780611147706328e-01,1.044663204342770118e-05,1.045411936672398251e-05,1.076209880728335397e-05
4.499999999999999970e-11,1.119104832259253029e-06,1.058797569616462851e-05,3.047197137231575682e-03,9.977697064645827101e-04,9.950591437722729107e-04,1.002217599806637860e-03,9.692350707986358660e-10,-2.404888662549573909e-09,1.162022828396166302e-01,1.131412957667097752e-05,1.132201309643528880e-05,1.165675927499021985e-05
4.874999999999999968e-11,1.119106923150785234e-06,1.058797053275681752e-05,3.297629042048841677e-03,9.977948575581113092e-04,9.950843079431332620e-04,1.002242185560487742e-03,9.804150857253159426e-10,-2.409977842106611760e-09,1.173265045650449256e-01,1.218136193833987002e-05,1.218964239067211468e-05,1.255151134877360546e-05
5.249999999999999965e-11,1.119109037016668623e-06,1.058796536091097442e-05,3.550350841028171445e-03,9.978218554380399296e-04,9.951113194926288798e-04,1.002268554016868575e-03,9.915912674777293987e-10,-2.415067018092070670e-09,1.184507262910546310e-01,1.304829882040437907e-05,1.305697675328687602e-05,1.344632465674396427e-05
5.624999999999999963e-11,1.119111173818067584e-06,1.058796018065792106e-05,3.805359226033477003e-03,9.978506973368586087e-04,9.951401756523646589e-04,1.002296699550609023e-03,1.002763591502393698e-09,-2.420156139925594086e-09,1.195749480176450941e-01,1.391491688228235716e-05,1.392399270076349707e-05,1.434117563060121204e-05
5.999999999999999960e-11,1.119113333516063069e-06,1.058795499202792529e-05,4.062650865452819768e-03,9.978813804616139781e-04,9.951708736284715136e-04,1.002326616476843530e-03,1.013932033388927515e-09,-2.425245157174712943e-09,1.206991697448157458e-01,1.478119769539139512e-05,1.479067169380845761e-05,1.523604549892418577e-05
6.374999999999999958e-11,1.119115516071277364e-06,1.058794979505182930e-05,4.322222404400448588e-03,9.979139019940799164e-04,9.952034106018021846e-04,1.002358299051738302e-03,1.025096568870378507e-09,-2.430334019556468590e-09,1.218233914725646988e-01,1.564712637654050998e-05,1.565699876200969486e-05,1.613091895238732968e-05
6.749999999999999955e-11,1.119117721444302897e-06,1.058794458976026687e-05,4.584070464919278408e-03,9.979482590909635482e-04,9.952377837281535002e-04,1.002391741473204279e-03,1.036257173819157516e-09,-2.435422676938917846e-09,1.229476132008909262e-01,1.651269065496866145e-05,1.652296156483709465e-05,1.702578323206788361e-05
7.124999999999999953e-11,1.119119949595225992e-06,1.058793937618417333e-05,4.848191646184290930e-03,9.979844488841259874e-04,9.952739901384398489e-04,1.002426937881622680e-03,1.047413824256113770e-09,-2.440511079344432207e-09,1.240718349297949552e-01,1.737788022050143664e-05,1.738854973553059937e-05,1.792062749216640660e-05
7.499999999999999950e-11,1.119122200484039802e-06,1.058793415435468054e-05,5.114582524706487790e-03,9.980224684807414981e-04,9.953120269389221630e-04,1.002463882360533258e-03,1.058566496347962147e-09,-2.445599176975753627e-09,1.251960566592743573e-01,1.824268625874137805e-05,1.825375441319716148e-05,1.881544234551051699e-05
7.874999999999999948e-11,1.119124474070340854e-06,1.058792892430304910e-05,5.383239654537319042e-03,9.980623149635730988e-04,9.953518912114039420e-04,1.002502568937390422e-03,1.069715166405726628e-09,-2.450686920207864152e-09,1.263202783893279668e-01,1.910710111350459161e-05,1.911856790298088960e-05,1.971021953333322636e-05
8.249999999999999945e-11,1.119126770313622339e-06,1.058792368606025839e-05,5.654159567474140342e-03,9.981039853911217487e-04,9.953935800134287946e-04,1.002542991584281628e-03,1.080859810886798941e-09,-2.455774259548478957e-09,1.274445001199548955e-01,1.997111803758630286e-05,1.998298342518698025e-05,2.060495168143658580e-05
8.624999999999999943e-11,1.119129089173049010e-06,1.058791843965808908e-05,5.927338773265801962e-03,9.981474767978455731e-04,9.954370903785154934e-04,1.002585144218644687e-03,1.092000406394600041e-09,-2.460861145621127184e-09,1.285687218511544772e-01,2.083473100605829175e-05,2.084699492732821380e-05,2.149963211749890017e-05
8.999999999999999940e-11,1.119131430607555017e-06,1.058791318512774079e-05,6.202773759819054863e-03,9.981927861943788727e-04,9.954824193163381695e-04,1.002629020704012613e-03,1.103136929684116838e-09,-2.465947529220553197e-09,1.296929435829262123e-01,2.169793457454589799e-05,2.171059694139456313e-05,2.239425473230683826e-05
9.374999999999999938e-11,1.119133794575763646e-06,1.058790792250119070e-05,6.480460993405345350e-03,9.982399105677515656e-04,9.955295638129385994e-04,1.002674614850723560e-03,1.114269357665062859e-09,-2.471033361341628195e-09,1.308171653152671865e-01,2.256072377026610248e-05,2.257378447414624869e-05,2.328881387304842777e-05
9.749999999999999935e-11,1.119136181036193577e-06,1.058790265180991286e-05,6.760396918868271515e-03,9.982888468815583234e-04,9.955785208309475987e-04,1.002721920416694288e-03,1.125397667395122248e-09,-2.476118593144464700e-09,1.319413870481781492e-01,2.342309400732446974e-05,2.343655292186789876e-05,2.418330426052990633e-05
